selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-000300, 396489.84668585, -1195723.50602420, 1196494.82180919, 22.74, 21.57, 1.21
04-1-000311, 337576.61087907, -1238301.83734677, 1170986.48643399, 8.31, 7.13, 1.20
04-1-000328, 237609.59116492, -1314522.34124532, 1110914.69364365, 25.35, 23.63, 1.41
04-1-000331, 332020.07658976, -1281058.89253015, 1125704.02087350, 15.03, 13.71, 1.13
04-1-000341, 358716.08725525, -1287031.21721452, 1110599.91655843, 6.86, 6.50, 2.60
04-1-000342, 346317.17400725, -1290491.03294738, 1110520.62964631, 6.43, 6.31, 0.51
04-1-000361, 262310.83271148, -1340724.96746520, 1073409.68351214, 29.81, 28.37, 2.54
04-1-000376, 674942.77856233, -1202586.33951682, 1056786.21379827, 10.46, 10.19, 2.87
04-1-000378, 401766.53478400, -1328954.39785356, 1044520.28221253, 29.20, 26.56, 1.14
04-1-000399, 664702.82141219, -1251019.50652112, 1005822.60538841, 10.05, 9.68, 2.07
04-1-000732, 304017.97699952, -1258870.57770652, 1158178.18069845, 18.53, 14.78, 0.30
04-1-074510, 254569.10829257, -1399276.20735209, 997887.48095238, 3.18, 3.11, 1.48
04-1-074537, 250881.87987634, -1397281.11928708, 1001609.96202791, 1.11, 0.98, 2.02
04-1-074568, 264080.26824398, -1398274.15884796, 996819.81753084, 1.06, 1.00, 0.66
04-1-074572, 265802.87114787, -1395769.61728204, 999867.37578636, 2.42, 2.22, 1.76
04-1-074573, 270194.65954964, -1395100.28113691, 999624.33519926, 5.52, 4.85, 2.18
04-1-074575, 274887.68679451, -1394414.30489707, 999301.88929431, 1.57, 1.47, 1.11
04-1-074606, 289336.85561613, -1392625.33945840, 997716.19606006, 1.11, 0.97, 1.59
04-1-074607, 289730.50924238, -1391593.05970074, 999041.41466052, 1.17, 0.95, 1.80
04-1-074608, 287709.50892196, -1392355.85691204, 998562.54996801, 1.24, 1.16, 1.34
04-1-074609, 285694.33939036, -1393522.90071476, 997512.62128548, 1.09, 0.98, 1.40
04-1-074611, 292428.89625087, -1391646.52508290, 998180.36940334, 1.05, 0.95, 1.44
04-1-074695, 361809.75606018, -1374152.30653635, 999678.89787696, 1.05, 1.02, 0.46
04-1-074704, 348021.22679497, -1366437.67152221, 1015031.07122152, 1.14, 1.12, 1.61
04-1-074712, 351156.82149125, -1370644.51852077, 1008256.54005770, 3.62, 3.54, 2.24
04-1-074713, 362303.75134248, -1368942.58647650, 1006623.53772112, 1.18, 0.96, 1.69
04-1-074742, 411860.52998541, -1357125.30981925, 1003563.92785320, 1.52, 1.41, 0.26
04-1-074767, 453124.60892960, -1348612.31593781, 997237.01800688, 1.46, 1.31, 2.17
04-1-074770, 442035.21809656, -1351769.27181346, 997939.60826456, 2.15, 1.89, 2.83
04-1-074798, 513890.31489705, -1324819.74501626, 999664.01729284, 1.15, 1.10, 2.39
04-1-074830, 555450.54812814, -1310021.34698648, 996934.05951641, 1.06, 1.03, 0.52
04-1-074917, 647144.75020301, -1263489.57338621, 1001676.85918614, 1.61, 1.51, 0.58
04-1-074974, 724139.59002878, -1224989.87110867, 996785.04695552, 1.30, 1.20, 0.21
04-1-075035, 844785.62969138, -1141787.28131720, 1000608.71677655, 1.21, 1.12, 0.80
04-1-075062, 869746.73435392, -1119050.97040941, 1004900.14613714, 1.27, 1.22, 2.04
04-1-075063, 879777.81288790, -1117235.62371367, 998165.47779179, 1.60, 1.45, 2.47
04-1-075097, 896125.36408207, -1098366.80019169, 1004543.90849054, 1.26, 1.15, 0.52
04-1-075098, 903124.05441688, -1099911.68556114, 996554.05588441, 1.59, 1.54, 2.51
04-1-075099, 896695.98659266, -1103541.56516385, 998344.16990552, 2.99, 2.84, 0.44
04-1-077429, 892972.28171068, -1097510.00709492, 1008281.23478667, 1.12, 0.96, 1.91
04-1-077431, 886239.16338461, -1101471.65610950, 1009900.53771188, 1.05, 1.02, 1.88
04-1-077436, 866804.04614797, -1111576.48260840, 1015680.67269858, 1.52, 1.49, 1.97
04-1-077447, 841832.53115226, -1122275.96068055, 1024877.26951685, 1.60, 1.54, 0.22
04-1-077448, 834767.18131314, -1128699.78476898, 1023601.14735427, 1.14, 0.93, 1.73
04-1-077455, 849366.44580581, -1128745.07420428, 1011469.20773634, 1.23, 1.14, 2.55
04-1-077458, 846348.55592415, -1130925.90103770, 1011562.89386630, 1.21, 1.14, 1.48
04-1-077459, 843514.22345468, -1131207.84057582, 1013613.01108926, 1.28, 1.23, 0.89
04-1-077463, 833144.50051835, -1145631.41748737, 1005961.06113602, 1.06, 0.96, 1.41
04-1-077464, 831973.88166725, -1141004.63082953, 1012169.28062904, 1.04, 0.97, 1.46
04-1-077468, 821302.31604926, -1139769.73895614, 1022226.10405525, 2.10, 1.97, 1.37
04-1-077480, 800471.50471329, -1151984.95399000, 1025053.55758745, 1.06, 1.03, 3.05
04-1-077492, 774010.11635382, -1177198.10657707, 1016696.47272591, 1.40, 1.24, 2.12
04-1-077494, 768558.41255491, -1189512.10355598, 1006448.05230320, 1.44, 1.32, 1.57
04-1-077496, 768752.44545603, -1172542.34193610, 1026022.85255855, 1.31, 1.23, 1.14
04-1-077498, 749060.43942118, -1180467.00068717, 1031486.73204399, 1.43, 1.26, 1.20
04-1-077500, 757201.08665228, -1179824.23243122, 1026265.09973821, 1.11, 1.04, 1.12
04-1-077505, 752998.08810409, -1184112.61459711, 1024416.88548343, 2.12, 1.91, 1.41
04-1-077510, 751007.01735414, -1200742.96635778, 1006361.53971978, 1.19, 1.16, 1.63
04-1-077516, 730565.14289904, -1201615.81580098, 1020270.92637096, 2.43, 2.36, 1.18
04-1-077518, 726245.34795261, -1209201.02322083, 1014376.33056913, 1.14, 1.06, 1.31
04-1-077520, 721013.65097083, -1217178.78356730, 1008550.38741123, 1.24, 1.16, 1.57
04-1-077521, 718649.72557455, -1217399.97075708, 1009969.62485626, 1.12, 1.05, 1.89
04-1-077528, 697914.99156466, -1221543.32385405, 1019463.25706074, 1.08, 1.02, 1.70
04-1-077530, 705867.97054956, -1209837.99843737, 1027911.07868789, 1.21, 1.12, 1.74
04-1-077534, 704971.84691389, -1213844.24989123, 1023794.70210819, 1.07, 0.99, 1.50
04-1-077541, 686384.20726682, -1229853.07994395, 1017298.81635981, 1.58, 1.44, 1.25
04-1-077549, 683002.17283480, -1234759.28517378, 1013625.32504870, 1.27, 1.18, 1.93
04-1-077554, 674146.37281826, -1230028.10770559, 1025239.62187880, 2.05, 1.94, 0.78
04-1-077556, 672801.86203688, -1247181.04718320, 1005204.38219634, 1.24, 1.12, 1.50
04-1-077559, 668247.29353870, -1237445.72098565, 1020162.92928752, 1.09, 1.02, 2.02
04-1-077561, 668002.37275394, -1244671.34968013, 1011496.32786310, 1.41, 1.32, 2.05
04-1-077562, 665141.65953745, -1245333.42616537, 1012566.04249945, 1.95, 1.89, 0.93
04-1-077563, 662243.87185858, -1243352.35616043, 1016890.71812859, 1.24, 1.08, 1.33
04-1-077577, 637099.00141024, -1257313.20487327, 1015788.91865061, 1.16, 1.05, 2.32
04-1-077581, 641120.73723809, -1242574.33256056, 1031276.87278682, 1.07, 1.02, 2.56
04-1-077588, 635219.21787556, -1249328.08828572, 1026759.28681552, 1.21, 1.12, 1.50
04-1-077618, 618663.06228162, -1267212.07803318, 1014883.40446336, 1.41, 1.28, 1.36
04-1-077620, 618642.38603821, -1270655.54850238, 1010581.43425311, 1.35, 1.26, 0.91
04-1-077622, 611654.77063516, -1274509.17565037, 1009981.96159252, 1.08, 0.98, 1.48
04-1-077626, 605145.93077548, -1275985.86121559, 1012036.18731930, 1.47, 1.39, 1.95
04-1-077632, 589419.49275415, -1280783.22923517, 1015252.55048750, 1.46, 1.38, 1.29
04-1-077637, 569747.18807746, -1291606.63480956, 1012768.08924539, 1.05, 0.96, 1.40
04-1-077639, 550847.80538678, -1294385.80392190, 1019652.31618726, 1.09, 0.99, 1.37
04-1-077640, 550328.43982370, -1301795.60408340, 1010458.10081881, 1.30, 1.12, 1.44
04-1-077641, 552384.38875024, -1305388.23531444, 1004684.92681422, 1.18, 1.09, 1.61
04-1-077643, 549352.52810928, -1305136.04519971, 1006672.96744295, 1.28, 1.19, 2.20
04-1-077650, 535672.88002543, -1310468.27636023, 1007117.77973517, 1.35, 1.29, 0.73
04-1-077651, 533103.52072655, -1312547.04971601, 1005773.15457848, 1.56, 1.40, 0.98
04-1-077660, 530457.31250787, -1313455.90000636, 1005985.78436547, 1.90, 1.70, 1.49
04-1-077662, 524887.26698710, -1300840.81123525, 1025117.21319059, 1.40, 1.32, 0.00
04-1-077665, 520223.18317206, -1318570.91039862, 1004637.92181108, 1.04, 0.97, 0.18
04-1-077667, 508086.21399173, -1307419.63194952, 1025212.69263726, 1.85, 1.76, 2.98
04-1-077668, 505765.50004039, -1308545.46748658, 1024923.79155194, 1.22, 1.19, 1.85
04-1-077674, 485835.11589438, -1325527.59994456, 1012669.53244832, 1.18, 1.13, 1.56
04-1-077675, 479992.30009096, -1329370.27345628, 1010416.16569816, 1.39, 1.26, 1.61
04-1-077694, 441329.81702106, -1340419.66845160, 1013440.60755245, 3.41, 3.38, 1.56
04-1-077700, 406639.89082006, -1348898.08420691, 1016698.93164927, 1.56, 1.52, 0.32
04-1-077704, 376834.09246217, -1351398.07905895, 1024830.74635473, 1.08, 1.06, 0.87
04-1-077705, 369283.43494675, -1358626.51067550, 1017999.26776184, 1.07, 1.02, 1.11
04-1-077709, 351675.75005858, -1355728.69190531, 1028047.97590650, 1.18, 1.09, 1.39
04-1-077712, 345449.88055636, -1362404.61449951, 1021311.31708899, 1.40, 1.32, 0.93
04-1-077719, 331597.64299140, -1376229.25287527, 1007270.96984521, 1.07, 0.93, 1.49
04-1-077727, 308797.40931825, -1368126.59545081, 1025393.84570930, 1.74, 1.56, 1.24
04-1-077734, 315804.34718205, -1384313.36308306, 1001250.66146823, 1.21, 1.16, 2.23
04-1-077738, 296016.42480089, -1381028.45435830, 1011777.36903966, 2.76, 2.35, 1.10
04-1-077747, 298723.67997236, -1374449.46427057, 1019907.63953905, 1.18, 0.90, 1.50
04-1-077749, 296664.24892270, -1373170.73328110, 1022228.55598510, 1.27, 1.15, 1.53
04-1-077758, 290779.42970174, -1387526.80708428, 1004378.13739888, 1.19, 1.14, 2.27
04-1-077760, 287469.85502109, -1389116.14643856, 1003133.17867462, 1.21, 1.07, 1.60
04-1-077770, 271001.90393685, -1386173.92634109, 1011750.25277720, 1.85, 1.71, 1.40
04-1-077775, 263955.22193660, -1394142.50953240, 1002623.09165863, 3.98, 3.46, 2.00
04-1-077778, 265862.55466221, -1390798.76000524, 1006754.52380229, 1.27, 1.18, 2.07
04-1-077779, 264110.70411183, -1390978.66926645, 1006967.04892429, 1.17, 1.05, 2.21
04-1-077784, 260564.19987336, -1390165.35752313, 1009012.05963404, 1.82, 1.71, 2.01
04-1-077787, 262974.37937909, -1389625.40855842, 1009130.54640073, 1.27, 1.25, 1.48
04-1-077789, 261224.26136005, -1387533.86112598, 1012457.61862199, 1.12, 0.99, 2.02
04-1-077791, 264292.13235456, -1382845.19821475, 1018060.69885341, 1.10, 1.07, 1.50
04-1-077792, 260541.31614765, -1385102.88074755, 1015956.19606600, 1.25, 1.18, 2.01
04-1-077793, 259131.43043751, -1386798.25978172, 1014002.09488236, 1.08, 1.02, 2.32
04-1-077795, 253199.39325769, -1388307.22345111, 1013435.68151482, 1.14, 1.06, 2.29
04-1-077798, 254100.26033296, -1389536.66112833, 1011523.44761704, 1.59, 1.47, 1.08
04-1-077800, 255725.26125704, -1390603.30370617, 1009646.37496328, 2.30, 2.18, 1.22
04-1-077804, 252289.10184156, -1392401.11009594, 1008031.80391076, 1.41, 1.22, 1.75
04-1-077805, 253876.98808815, -1393952.11676279, 1005486.31571585, 1.28, 0.97, 1.33
04-1-077810, 249308.85658620, -1388241.60802761, 1014489.57203541, 1.54, 1.40, 2.28
04-1-077812, 256187.04741791, -1383744.17064721, 1018910.70606562, 1.12, 1.04, 1.33
04-1-077815, 251830.81126119, -1381486.20736359, 1023052.22807230, 1.61, 1.51, 2.86
04-1-077822, 247578.34637097, -1380405.71042319, 1025545.60943883, 1.02, 0.99, 0.54
04-1-077825, 244020.42734442, -1381511.53695553, 1024909.10050473, 1.22, 1.10, 2.10
04-1-078634, 244109.36812052, -1377103.39476182, 1030803.38403173, 1.18, 0.92, 1.48
04-1-078635, 243869.73067154, -1372406.31853624, 1037105.20744233, 1.89, 1.68, 1.93
04-1-078637, 245699.82256509, -1368694.43133998, 1041568.96594052, 1.57, 1.39, 2.38
04-1-078651, 250612.73131030, -1360532.46744950, 1051048.72575964, 1.26, 1.15, 1.97
04-1-078652, 247727.92891155, -1363564.58083849, 1047798.29505489, 1.56, 1.52, 2.20
04-1-078654, 249346.28571380, -1368533.57794025, 1040913.55829905, 1.11, 1.01, 1.78
04-1-078655, 245873.42601520, -1367328.59336284, 1043320.43790580, 1.42, 1.38, 2.06
04-1-078658, 257716.32709214, -1370216.16647834, 1036652.64764604, 1.27, 1.10, 1.52
04-1-078660, 265634.93788417, -1374126.36260828, 1029453.04864293, 1.20, 1.04, 1.76
04-1-078664, 254286.52750680, -1366814.45896887, 1041976.65841523, 1.45, 1.24, 1.55
04-1-078665, 258802.08421972, -1367316.66654982, 1040204.48690563, 1.21, 0.97, 1.54
04-1-078666, 259227.23739981, -1366690.82104823, 1040920.84187636, 5.69, 5.59, 0.90
04-1-078670, 253113.02441330, -1364479.47971624, 1045317.32325914, 1.09, 0.97, 1.97
04-1-078671, 251841.58120598, -1363463.30335112, 1046949.09063934, 1.11, 0.94, 1.96
04-1-078680, 268030.84338904, -1356761.43862585, 1051625.70606185, 1.76, 1.65, 1.22
04-1-078682, 275829.99642265, -1357809.75738068, 1048250.55966371, 1.62, 1.58, 3.09
04-1-078688, 287553.38570578, -1367495.53595370, 1032389.34976871, 1.27, 1.05, 1.74
04-1-078697, 313049.17208943, -1362363.86768968, 1031757.56254448, 1.54, 1.33, 1.84
04-1-078698, 311579.35822678, -1360317.81698104, 1034897.33806350, 1.12, 0.93, 1.99
04-1-078700, 302978.07988784, -1357114.81608837, 1041634.49398572, 1.35, 1.21, 1.48
04-1-078705, 332338.45784594, -1341110.50951745, 1053343.49131631, 1.93, 1.86, 2.10
04-1-078709, 357069.17140819, -1338766.98428967, 1048219.12241945, 1.07, 0.95, 1.80
04-1-078715, 379426.18165070, -1345433.64378139, 1031699.00787928, 1.07, 0.99, 1.82
04-1-078720, 410716.31551875, -1334805.56163328, 1033520.67265226, 1.65, 1.39, 1.46
04-1-078721, 402711.01364268, -1334095.67917593, 1037579.54793596, 1.49, 1.28, 1.44
04-1-078723, 396766.49843662, -1341955.09600377, 1029704.63047801, 2.15, 2.05, 0.12
04-1-078724, 398496.41693064, -1341517.39822275, 1029606.93274623, 1.30, 1.26, 2.12
04-1-078725, 398925.46192392, -1340219.10149145, 1031130.44559175, 1.12, 0.97, 1.61
04-1-078726, 407325.21694125, -1339488.35706888, 1028793.40439209, 2.02, 1.77, 2.18
04-1-078736, 433920.28934534, -1324448.92156689, 1037355.77149537, 1.47, 1.28, 1.63
04-1-078737, 433237.75184206, -1320807.14068322, 1042272.66466077, 1.13, 1.08, 1.89
04-1-078739, 433660.14707290, -1313265.89659466, 1051584.67166564, 1.15, 1.00, 1.83
04-1-078740, 441086.65879796, -1322871.21866342, 1036346.01280769, 1.81, 1.65, 1.73
04-1-078742, 448614.38604008, -1312088.58211794, 1046770.00592949, 1.15, 1.07, 2.65
04-1-078743, 457444.61756339, -1312642.96800510, 1042243.55138760, 1.26, 1.09, 1.82
04-1-078746, 468162.19350279, -1318610.69335102, 1029878.03159161, 1.11, 0.97, 1.32
04-1-078747, 477541.48662609, -1310824.18726106, 1035496.42135660, 1.28, 1.17, 1.37
04-1-078756, 515143.57434723, -1297992.32238814, 1033635.23006436, 1.43, 1.30, 2.03
04-1-078768, 555777.67230396, -1278689.34970509, 1036640.48055204, 1.15, 1.07, 1.83
04-1-078777, 563808.45183379, -1256759.28571739, 1058883.79315386, 1.63, 1.52, 2.23
04-1-078778, 563978.39631868, -1258784.93406132, 1056384.21905386, 1.14, 1.09, 1.72
04-1-078780, 560601.09185865, -1257063.49229903, 1060224.76491348, 1.64, 1.59, 1.70
04-1-078781, 560683.23254987, -1262219.17835096, 1054037.86390264, 2.54, 2.40, 2.07
04-1-078783, 572005.56866696, -1274852.35693420, 1032530.80217169, 2.04, 1.97, 1.57
04-1-078790, 584157.66066907, -1261341.04138872, 1042275.09074623, 1.34, 1.31, 0.01
04-1-078792, 579283.36461676, -1265206.26399404, 1040308.92192105, 1.28, 1.20, 1.42
04-1-078802, 593664.21683461, -1248341.56841612, 1052504.10270674, 1.36, 1.22, 1.50
04-1-078804, 605284.12717010, -1247808.00524436, 1046501.34612624, 1.85, 1.72, 1.38
04-1-078811, 608456.17456993, -1255742.29997747, 1035109.23079404, 1.50, 1.42, 1.48
04-1-078816, 604587.44357855, -1258318.77433114, 1034246.89761823, 1.09, 1.00, 1.65
04-1-078819, 614004.26512437, -1238422.81334062, 1052552.35395043, 1.06, 1.01, 1.53
04-1-078820, 615112.78063920, -1241039.61126551, 1048816.33776571, 1.12, 1.08, 1.09
04-1-078821, 617503.76218475, -1246136.90034689, 1041340.81322185, 1.33, 1.30, 2.11
04-1-078832, 642768.11748027, -1238067.91165708, 1035661.98794585, 1.08, 1.01, 1.93
04-1-078841, 649355.50044382, -1227610.51903517, 1043967.72344626, 1.12, 1.06, 1.64
04-1-078845, 643831.50188738, -1222427.68107758, 1053427.89108355, 1.37, 1.28, 0.62
04-1-078854, 664940.23728415, -1211173.68388889, 1053314.55334839, 1.43, 1.30, 1.90
04-1-078855, 665053.66137400, -1212282.92566600, 1051966.01448513, 1.13, 1.01, 1.46
04-1-078856, 667305.77296490, -1215029.99300994, 1047360.43531059, 1.27, 1.16, 0.74
04-1-078858, 671687.90486745, -1210212.37008684, 1050133.39045265, 1.19, 0.87, 1.99
04-1-078859, 676796.66848279, -1210985.05005367, 1045954.22370059, 1.29, 1.14, 2.36
04-1-078864, 668528.47884544, -1203282.20635625, 1060066.20776206, 1.33, 1.30, 0.59
04-1-078868, 691449.83306430, -1212191.44457777, 1034914.38778665, 1.49, 1.42, 1.81
04-1-078869, 697461.80155064, -1209598.93015232, 1033913.06382698, 1.16, 1.13, 1.61
04-1-078872, 706303.13504759, -1197773.72098508, 1041649.05545942, 2.59, 2.51, 0.56
04-1-078873, 717461.30308827, -1199407.97728189, 1032099.09534087, 1.98, 1.85, 1.76
